Product,Capacity,Length,Width,Thickness,Voltage
LP402561,600,61,25,4,3.7
LP403048,600,48,30,4,3.7
LP403545,600,45,35,4,3.7
LP403840,600,40,38,4,3.7
LP412263,600,63,22,4.1,3.7
LP413443,600,43,34,4.1,3.7
LP433048,600,48,30,4.3,3.7
LP433440,600,40,34,4.3,3.7
LP463440,600,40,34,4.6,3.7
LP472845,600,45,28,4.7,3.7
LP482553,600,53,25,4.8,3.7
LP491869,610,69,18,4.9,3.7
LP403648,650,48,36,4,3.7
LP443440,650,40,34,4.4,3.7
LP453442,650,42,34,4.5,3.7
LP453443,650,43,34,4.5,3.7
LP482948,650,48,29,4.8,3.7
LP453244,670,44,32,4.5,3.7
LP402755,700,55,27,4,3.7
LP402860,700,60,28,4,3.7
LP403050,700,50,30,4,3.7
LP403450,700,50,34,4,3.7
LP422079,700,79,20,4.2,3.7
LP444240,700,40,42,4.4,3.7
LP451885,700,85,18,4.5,3.7
LP452560,700,60,25,4.5,3.7
LP432951,720,51,29,4.3,3.7
LP453444,720,44,34,4.5,3.7
LP403548,750,48,35,4,3.7
LP404242,750,42,42,4,3.7
LP432572,750,72,25,4.3,3.7
LP452167,750,67,21,4.5,3.7
LP452954,750,54,29,4.5,3.7
LP453347,750,47,33,4.5,3.7
LP453450,750,50,34,4.5,3.7
LP473450,750,50,34,4.7,3.7
LP482950,750,50,29,4.8,3.7
LP473440,770,40,34,4.7,3.7
LP433450,780,50,34,4.3,3.7
LP473837,790,37,38,4.7,3.7
LP402480,800,80,24,4,3.7
LP402572,800,72,25,4,3.7
LP423258,800,58,32,4.2,3.7
LP423450,800,50,34,4.2,3.7
LP473347,800,47,33,4.7,3.7
LP483840,800,40,38,4.8,3.7
LP483448,820,48,34,4.8,3.7
LP403550,830,50,35,4,3.7
LP402680,850,80,26,4,3.7
LP403658,850,58,36,4,3.7
LP403760,850,60,37,4,3.7
LP404050,850,50,40,4,3.7
LP463450,850,50,34,4.6,3.7
LP472958,850,58,29,4.7,3.7
LP403560,900,60,35,4,3.7
LP403858,900,58,38,4,3.7
LP404355,900,55,43,4,3.7
LP452572,900,72,25,4.5,3.7
LP452671,900,71,26,4.5,3.7
LP452845,900,45,28,4.5,3.7
LP473653,900,53,36,4.7,3.7
LP484450,900,50,44,4.8,3.7
LP403458,940,58,34,4,3.7
LP483547,940,47,35,4.8,3.7
LP402780,950,80,27,4,3.7
LP414551,950,51,45,4.1,3.7
LP482860,950,60,28,4.8,3.7
LP493450,950,50,34,4.9,3.7
LP423562,960,62,35,4.2,3.7
LP432782,980,82,27,4.3,3.7
LP402880,1000,80,28,4,3.7
LP403759,1000,59,37,4,3.7
LP403958,1000,58,39,4,3.7
LP404051,1000,51,40,4,3.7
LP405050,1000,50,50,4,3.7
LP422782,1000,82,27,4.2,3.7
LP423494,1000,94,34,4.2,3.7
LP423759,1000,59,37,4.2,3.7
LP424595,1000,95,45,4.2,3.7
LP433566,1000,66,35,4.3,3.7
LP452476,1000,76,24,4.5,3.7
LP453265,1000,65,32,4.5,3.7
LP453465,1000,65,34,4.5,3.7
LP454546,1000,46,45,4.5,3.7
LP483759,1000,59,37,4.8,3.7
LP484850,1000,50,48,4.8,3.7
LP403380,1050,80,33,4,3.7
LP432980,1050,80,29,4.3,3.7
LP484543,1050,43,45,4.8,3.7
LP403080,1100,80,30,4,3.7
LP403765,1100,65,37,4,3.7
LP413372,1100,72,33,4.1,3.7
LP423180,1100,80,31,4.2,3.7
LP423877,1100,77,38,4.2,3.7
LP453562,1100,62,35,4.5,3.7
LP454950,1100,50,49,4.5,3.7
LP483744,1100,44,37,4.8,3.7
LP484342,1100,42,43,4.8,3.7
LP493460,1100,60,34,4.9,3.7
LP403566,1150,66,35,4,3.7
LP423472,1150,72,34,4.2,3.7
LP483876,1150,76,38,4.8,3.7
LP403290,1200,90,32,4,3.7
LP404852,1200,52,48,4,3.7
LP414361,1200,61,43,4.1,3.7
LP433290,1200,90,32,4.3,3.7
LP443083,1200,83,30,4.4,3.7
LP452784,1200,84,27,4.5,3.7
LP453582,1200,82,35,4.5,3.7
LP454252,1200,52,42,4.5,3.7
LP454261,1200,61,42,4.5,3.7
LP473075,1200,75,30,4.7,3.7
LP473462,1200,62,34,4.7,3.7
LP484550,1200,50,45,4.8,3.7
LP494252,1200,52,42,4.9,3.7
LP452885,1250,85,28,4.5,3.7
LP404660,1300,60,46,4,3.7
LP423282,1300,82,32,4.2,3.7
LP454753,1300,53,47,4.5,3.7
LP455081,1300,81,50,4.5,3.7
LP474355,1300,55,43,4.7,3.7
LP493462,1300,62,34,4.9,3.7
LP493568,1300,68,35,4.9,3.7
LP403877,1400,77,38,4,3.7
LP404060,1400,60,40,4,3.7
LP404272,1400,72,42,4,3.7
LP404862,1400,62,48,4,3.7
LP405060,1400,60,50,4,3.7
LP405455,1400,55,54,4,3.7
LP453558,1400,58,35,4.5,3.7
LP453858,1400,58,38,4.5,3.7
LP455060,1400,60,50,4.5,3.7
LP464563,1400,63,45,4.6,3.7
LP474854,1400,54,48,4.7,3.7
LP423281,1420,81,32,4.2,3.7
LP474658,1420,58,46,4.7,3.7
LP486043,1420,43,60,4.8,3.7
LP404672,1450,72,46,4,3.7
LP484163,1450,63,41,4.8,3.7
LP404085,1500,85,40,4,3.7
LP404464,1500,64,44,4,3.7
LP415656,1500,56,56,4.1,3.7
LP423878,1500,78,38,4.2,3.7
LP424277,1500,77,42,4.2,3.7
LP433282,1500,82,32,4.3,3.7
LP435467,1500,67,54,4.3,3.7
LP445156,1500,56,51,4.4,3.7
LP454770,1500,70,47,4.5,3.7
LP454973,1500,73,49,4.5,3.7
LP455055,1500,55,50,4.5,3.7
LP455349,1500,49,53,4.5,3.7
LP464854,1500,54,48,4.6,3.7
LP473765,1500,65,37,4.7,3.7
LP484067,1500,67,40,4.8,3.7
LP484261,1500,61,42,4.8,3.7
LP484265,1500,65,42,4.8,3.7
LP403499,1600,99,34,4,3.7
LP443588,1600,88,35,4.4,3.7
LP453878,1600,78,38,4.5,3.7
LP464861,1600,61,48,4.6,3.7
LP405070,1620,70,50,4,3.7
LP424870,1650,70,48,4.2,3.7
LP415071,1700,71,50,4.1,3.7
LP415072,1700,72,50,4.1,3.7
LP434767,1700,67,47,4.3,3.7
LP435166,1700,66,51,4.3,3.7
LP445067,1700,67,50,4.4,3.7
LP445757,1700,57,57,4.4,3.7
LP453576,1700,76,35,4.5,3.7
LP454672,1700,72,46,4.5,3.7
LP464179,1700,79,41,4.6,3.7
LP403896,1750,96,38,4,3.7
LP454186,1750,86,41,4.5,3.7
LP463677,1750,77,36,4.6,3.7
LP475557,1750,57,55,4.7,3.7
LP404680,1800,80,46,4,3.7
LP405090,1800,90,50,4,3.7
LP426270,1800,70,62,4.2,3.7
LP426888,1800,88,68,4.2,3.7
LP435664,1800,64,56,4.3,3.7
LP455661,1800,61,56,4.5,3.7
LP485557,1800,57,55,4.8,3.7
LP425475,1850,75,54,4.2,3.7
LP453485,1850,85,34,4.5,3.7
LP406165,1900,65,61,4,3.7
LP455368,1900,68,53,4.5,3.7
LP455764,1900,64,57,4.5,3.7
LP474186,1900,86,41,4.7,3.7
LP485354,1900,54,53,4.8,3.7
LP494074,1900,74,40,4.9,3.7
LP495166,1900,66,51,4.9,3.7
LP405085,1950,85,50,4,3.7
LP405079,2000,79,50,4,3.7
LP405464,2000,64,54,4,3.7
LP406262,2000,62,62,4,3.7
LP425082,2000,82,50,4.2,3.7
LP425278,2000,78,52,4.2,3.7
LP425868,2000,68,58,4.2,3.7
LP426760,2000,60,67,4.2,3.7
LP434291,2000,91,42,4.3,3.7
LP434292,2000,92,42,4.3,3.7
LP435482,2000,82,54,4.3,3.7
LP436888,2000,88,68,4.3,3.7
LP454088,2000,88,40,4.5,3.7
LP454675,2000,75,46,4.5,3.7
LP455373,2000,73,53,4.5,3.7
LP4639100,2000,100,39,4.6,3.7
LP465272,2000,72,52,4.6,3.7
LP483898,2000,98,38,4.8,3.7
LP483993,2000,93,39,4.8,3.7
LP493988,2000,88,39,4.9,3.7
LP414087,2050,87,40,4.1,3.7
LP4041110,2100,110,41,4,3.7
LP405582,2100,82,55,4,3.7
LP405585,2100,85,55,4,3.7
LP405976,2100,76,59,4,3.7
LP406271,2100,71,62,4,3.7
LP415690,2100,90,56,4.1,3.7
LP415974,2100,74,59,4.1,3.7
LP425085,2100,85,50,4.2,3.7
LP435083,2100,83,50,4.3,3.7
LP445573,2100,73,55,4.4,3.7
LP455672,2100,72,56,4.5,3.7
LP465176,2100,76,51,4.6,3.7
LP465571,2100,71,55,4.6,3.7
LP475469,2100,69,54,4.7,3.7
LP404798,2200,98,47,4,3.7
LP405080,2200,80,50,4,3.7
LP406590,2200,90,65,4,3.7
LP415483,2200,83,54,4.1,3.7
LP415876,2200,76,58,4.1,3.7
LP424292,2200,92,42,4.2,3.7
LP424590,2200,90,45,4.2,3.7
LP425484,2200,84,54,4.2,3.7
LP425877,2200,77,58,4.2,3.7
LP426868,2200,68,68,4.2,3.7
LP435184,2200,84,51,4.3,3.7
LP445080,2200,80,50,4.4,3.7
LP465065,2200,65,50,4.6,3.7
LP465376,2200,76,53,4.6,3.7
LP445671,2250,71,56,4.4,3.7
LP406263,2300,63,62,4,3.7
LP406477,2300,77,64,4,3.7
LP416474,2300,74,64,4.1,3.7
LP425683,2300,83,56,4.2,3.7
LP434798,2300,98,47,4.3,3.7
LP435681,2300,81,56,4.3,3.7
LP455968,2300,68,59,4.5,3.7
LP456171,2300,71,61,4.5,3.7
LP456173,2300,73,61,4.5,3.7
LP466171,2300,71,61,4.6,3.7
LP476862,2300,62,68,4.7,3.7
LP407171,2400,71,71,4,3.7
LP4242112,2400,112,42,4.2,3.7
LP4244104,2400,104,44,4.2,3.7
LP4246104,2400,104,46,4.2,3.7
LP434599,2400,99,45,4.3,3.7
LP435192,2400,92,51,4.3,3.7
LP446373,2400,73,63,4.4,3.7
LP4545100,2400,100,45,4.5,3.7
LP455079,2400,79,50,4.5,3.7
LP456484,2400,84,64,4.5,3.7
LP484588,2400,88,45,4.8,3.7
LP486169,2400,69,61,4.8,3.7
LP494397,2400,97,43,4.9,3.7
LP435472,2450,72,54,4.3,3.7
LP444292,2450,92,42,4.4,3.7
LP444296,2450,96,42,4.4,3.7
LP406068,2500,68,60,4,3.7
LP435197,2500,97,51,4.3,3.7
LP4440119,2500,119,40,4.4,3.7
LP4448101,2500,101,48,4.4,3.7
LP456080,2500,80,60,4.5,3.7
LP466068,2500,68,60,4.6,3.7
LP496962,2500,62,69,4.9,3.7
LP402895,2600,95,28,4,3.7
LP4082114,2600,114,82,4,3.7
LP426088,2600,88,60,4.2,3.7
LP446675,2600,75,66,4.4,3.7
LP456295,2600,95,62,4.5,3.7
LP496470,2600,70,64,4.9,3.7
LP416470,2650,70,64,4.1,3.7
LP406392,2700,92,63,4,3.7
LP416067,2700,67,60,4.1,3.7
LP426684,2700,84,66,4.2,3.7
LP458460,2700,60,84,4.5,3.7
LP466182,2700,82,61,4.6,3.7
LP485882,2700,82,58,4.8,3.7
LP406088,2800,88,60,4,3.7
LP436387,2800,87,63,4.3,3.7
LP436678,2800,78,66,4.3,3.7
LP446484,2800,84,64,4.4,3.7
LP466086,2800,86,60,4.6,3.7
LP476079,2800,79,60,4.7,3.7
LP476179,2800,79,61,4.7,3.7
LP486080,2800,80,60,4.8,3.7
LP495981,2800,81,59,4.9,3.7
LP406589,2850,89,65,4,3.7
LP405996,2920,96,59,4,3.7
LP486870,2950,70,68,4.8,3.7
LP4040115,3000,115,40,4,3.7
LP4045136,3000,136,45,4,3.7
LP4060100,3000,100,60,4,3.7
LP4148101,3000,101,48,4.1,3.7
LP415995,3000,95,59,4.1,3.7
LP427581,3000,81,75,4.2,3.7
LP444799,3000,99,47,4.4,3.7
LP456586,3000,86,65,4.5,3.7
LP466782,3000,82,67,4.6,3.7
LP476089,3000,89,60,4.7,3.7
LP485595,3000,95,55,4.8,3.7
LP4959122,3000,122,59,4.9,3.7
LP4959123,3000,123,59,4.9,3.7
LP495979,3000,79,59,4.9,3.7
LP406888,3030,88,68,4,3.7
LP406678,3150,78,66,4,3.7
LP427488,3200,88,74,4.2,3.7
LP4452125,3200,125,52,4.4,3.7
LP4560100,3200,100,60,4.5,3.7
LP456495,3200,95,64,4.5,3.7
LP456585,3200,85,65,4.5,3.7
LP468073,3200,73,80,4.6,3.7
LP4260100,3250,100,60,4.2,3.7
LP4747109,3250,109,47,4.7,3.7
LP408285,3300,85,82,4,3.7
LP4169100,3300,100,69,4.1,3.7
LP446598,3300,98,65,4.4,3.7
LP456091,3300,91,60,4.5,3.7
LP4262110,3400,110,62,4.2,3.7
LP428978,3400,78,89,4.2,3.7
LP4360113,3400,113,60,4.3,3.7
LP446798,3400,98,67,4.4,3.7
LP466793,3400,93,67,4.6,3.7
LP476790,3400,90,67,4.7,3.7
LP486593,3400,93,65,4.8,3.7
LP4062113,3500,113,62,4,3.7
LP407899,3500,99,78,4,3.7
LP418777,3500,77,87,4.1,3.7
LP4262113,3500,113,62,4.2,3.7
LP438777,3500,77,87,4.3,3.7
LP486279,3530,79,62,4.8,3.7
LP478873,3600,73,88,4.7,3.7
LP4059134,3700,134,59,4,3.7
LP4356156,3900,156,56,4.3,3.7
LP4071102,4000,102,71,4,3.7
LP4173115,4000,115,73,4.1,3.7
LP4562110,4000,110,62,4.5,3.7
LP4664113,4000,113,64,4.6,3.7
LP4770135,4000,135,70,4.7,3.7
LP478085,4000,85,80,4.7,3.7
LP4868134,4000,134,68,4.8,3.7
LP487095,4000,95,70,4.8,3.7
LP4663118,4100,118,63,4.6,3.7
LP4069110,4200,110,69,4,3.7
LP4455142,4200,142,55,4.4,3.7
LP4473109,4200,109,73,4.4,3.7
LP4670110,4200,110,70,4.6,3.7
LP4855112,4200,112,55,4.8,3.7
LP4960123,4300,123,60,4.9,3.7
LP4080105,4500,105,80,4,3.7
LP408105,4500,105,81,4,3.7
LP4472106,4500,106,72,4.4,3.7
LP408710,4600,107,87,4,3.7
LP4568130,4700,130,68,4.5,3.7
LP438784,4730,84,87,4.3,3.7
LP4588106,4750,106,88,4.5,3.7
LP459898,4750,98,98,4.5,3.7
LP4663138,4800,138,63,4.6,3.7
LP4080113,5000,113,80,4,3.7
LP45102120,5000,120,102,4.5,3.7
LP4667115,5000,115,67,4.6,3.7
LP4776110,5000,110,76,4.7,3.7
LP4395112,5400,112,95,4.3,3.7
LP45100100,5400,100,100,4.5,3.7
LP4772135,5500,135,72,4.7,3.7
LP4480124,6500,124,80,4.4,3.7
LP4085150,7400,150,85,4,3.7
LP500522,20,22,5,5,3.7
LP501011,30,11,10,5,3.7
LP501112,34,12,11,5,3.7
LP500527,35,27,5,5,3.7
LP501110,40,10,11,5,3.7
LP500915,50,15,9,5,3.7
LP501013,50,13,10,5,3.7
LP501015,50,15,10,5,3.7
LP501114,50,14,11,5,3.7
LP501115,50,15,11,5,3.7
LP501215,50,15,12,5,3.7
LP501014,55,14,10,5,3.7
LP501217,60,17,12,5,3.7
LP501218,60,18,12,5,3.7
LP501315,60,15,13,5,3.7
LP501214,70,14,12,5,3.7
LP501417,70,17,14,5,3.7
LP501022,75,22,10,5,3.7
LP501020,80,20,10,5,3.7
LP501219,80,19,12,5,3.7
LP501220,80,20,12,5,3.7
LP501024,85,24,10,5,3.7
LP501121,85,21,11,5,3.7
LP501221,85,21,12,5,3.7
LP501419,85,19,14,5,3.7
LP501023,90,23,10,5,3.7
LP501517,90,17,15,5,3.7
LP500829,95,29,8,5,3.7
LP500928,95,28,9,5,3.7
LP500830,100,30,8,5,3.7
LP500831,100,31,8,5,3.7
LP500832,100,32,8,5,3.7
LP500929,100,29,9,5,3.7
LP500930,100,30,9,5,3.7
LP501026,100,26,10,5,3.7
LP501028,100,28,10,5,3.7
LP501223,100,23,12,5,3.7
LP501518,100,18,15,5,3.7
LP501520,100,20,15,5,3.7
LP501225,110,25,12,5,3.7
LP501030,120,30,10,5,3.7
LP500935,130,35,9,5,3.7
LP500938,130,38,9,5,3.7
LP501040,130,40,10,5,3.7
LP501130,130,30,11,5,3.7
LP501328,130,28,13,5,3.7
LP501621,130,21,16,5,3.7
LP501033,140,33,10,5,3.7
LP501035,140,35,10,5,3.7
LP502020,140,20,20,5,3.7
LP501230,145,30,12,5,3.7
LP501231,145,31,12,5,3.7
LP501227,150,27,12,5,3.7
LP501234,150,34,12,5,3.7
LP501428,150,28,14,5,3.7
LP501429,150,29,14,5,3.7
LP501525,150,25,15,5,3.7
LP501038,160,38,10,5,3.7
LP501136,160,36,11,5,3.7
LP501235,160,35,12,5,3.7
LP501528,175,28,15,5,3.7
LP500950,180,50,9,5,3.7
LP501140,180,40,11,5,3.7
LP501430,180,30,14,5,3.7
LP502821,180,21,28,5,3.7
LP501145,190,45,11,5,3.7
LP501923,190,23,19,5,3.7
LP502024,190,24,20,5,3.7
LP501048,200,48,10,5,3.7
LP501050,200,50,10,5,3.7
LP501240,200,40,12,5,3.7
LP501244,200,44,12,5,3.7
LP501435,200,35,14,5,3.7
LP501436,200,36,14,5,3.7
LP501530,200,30,15,5,3.7
LP501630,200,30,16,5,3.7
LP501728,200,28,17,5,3.7
LP501735,200,35,17,5,3.7
LP502025,200,25,20,5,3.7
LP502224,200,24,22,5,3.7
LP503068,200,68,30,5,3.7
LP503562,200,62,35,5,3.7
LP501335,210,35,13,5,3.7
LP501830,210,30,18,5,3.7
LP501927,210,27,19,5,3.7
LP502124,210,24,21,5,3.7
LP501535,230,35,15,5,3.7
LP501537,230,37,15,5,3.7
LP501921,230,21,19,5,3.7
LP501055,250,55,10,5,3.7
LP501245,250,45,12,5,3.7
LP501345,250,45,13,5,3.7
LP501543,250,43,15,5,3.7
LP502029,250,29,20,5,3.7
LP502030,250,30,20,5,3.7
LP501250,260,50,12,5,3.7
LP502028,260,28,20,5,3.7
LP501444,270,44,14,5,3.7
LP501445,270,45,14,5,3.7
LP502525,270,25,25,5,3.7
LP501446,280,46,14,5,3.7
LP501447,280,47,14,5,3.7
LP501548,280,48,15,5,3.7
LP501638,280,38,16,5,3.7
LP501739,280,39,17,5,3.7
LP502033,280,33,20,5,3.7
LP501641,290,41,16,5,3.7
LP501743,290,43,17,5,3.7
LP502826,290,26,28,5,3.7
LP501340,300,40,13,5,3.7
LP501450,300,50,14,5,3.7
LP501540,300,40,15,5,3.7
LP501838,300,38,18,5,3.7
LP502035,300,35,20,5,3.7
LP502128,300,28,21,5,3.7
LP502530,300,30,25,5,3.7
LP502622,300,22,26,5,3.7
LP501738,320,38,17,5,3.7
LP501740,320,40,17,5,3.7
LP501839,320,39,18,5,3.7
LP501842,320,42,18,5,3.7
LP502230,320,30,22,5,3.7
LP502131,330,31,21,5,3.7
LP502533,350,33,25,5,3.7
LP502825,350,25,28,5,3.7
LP501550,360,50,15,5,3.7
LP501646,360,46,16,5,3.7
LP501745,360,45,17,5,3.7
LP502725,360,25,27,5,3.7
LP502235,365,35,22,5,3.7
LP502236,380,36,22,5,3.7
LP502728,380,28,27,5,3.7
LP502830,380,30,28,5,3.7
LP501653,400,53,16,5,3.7
LP501943,400,43,19,5,3.7
LP502040,400,40,20,5,3.7
LP502438,400,38,24,5,3.7
LP502528,400,28,25,5,3.7
LP502535,400,35,25,5,3.7
LP502730,400,30,27,5,3.7
LP502038,420,38,20,5,3.7
LP502732,430,32,27,5,3.7
LP502837,450,37,28,5,3.7
LP503030,450,30,30,5,3.7
LP503528,460,28,35,5,3.7
LP502832,490,32,28,5,3.7
LP501955,500,55,19,5,3.7
LP502045,500,45,20,5,3.7
LP502050,500,50,20,5,3.7
LP502060,500,60,20,5,3.7
LP502245,500,45,22,5,3.7
LP502248,500,48,22,5,3.7
LP502443,500,43,24,5,3.7
LP502539,500,39,25,5,3.7
LP502540,500,40,25,5,3.7
LP502828,500,28,28,5,3.7
LP503028,500,28,30,5,3.7
LP503033,500,33,30,5,3.7
LP503034,500,34,30,5,3.7
LP503035,500,35,30,5,3.7
LP502055,510,55,20,5,3.7
LP502936,550,36,29,5,3.7
LP503038,550,38,30,5,3.7
LP502058,580,58,20,5,3.7
LP502448,600,48,24,5,3.7
LP502845,600,45,28,5,3.7
LP503040,600,40,30,5,3.7
LP503043,600,43,30,5,3.7
LP503534,600,34,35,5,3.7
LP503535,600,35,35,5,3.7
LP503538,600,38,35,5,3.7
LP501870,650,70,18,5,3.7
LP503338,650,38,33,5,3.7
LP502355,700,55,23,5,3.7
LP502652,700,52,26,5,3.7
LP503233,700,33,32,5,3.7
LP503340,700,40,33,5,3.7
LP503440,700,40,34,5,3.7
LP503442,700,42,34,5,3.7
LP503635,700,35,36,5,3.7
LP504840,700,40,48,5,3.7
LP503639,720,39,36,5,3.7
LP503048,750,48,30,5,3.7
LP503443,750,43,34,5,3.7
LP502460,800,60,24,5,3.7
LP502755,800,55,27,5,3.7
LP502950,800,50,29,5,3.7
LP503345,800,45,33,5,3.7
LP503744,800,44,37,5,3.7
LP504040,800,40,40,5,3.7
LP502262,810,62,22,5,3.7
LP501884,850,84,18,5,3.7
LP502850,850,50,28,5,3.7
LP503648,850,48,36,5,3.7
LP502272,900,72,22,5,3.7
LP503450,900,50,34,5,3.7
LP502870,950,70,28,5,3.7
LP503055,950,55,30,5,3.7
LP503348,950,48,33,5,3.7
LP503942,950,42,39,5,3.7
LP504045,950,45,40,5,3.7
LP502196,1000,96,21,5,3.7
LP502570,1000,70,25,5,3.7
LP502670,1000,70,26,5,3.7
LP503455,1000,55,34,5,3.7
LP504346,1050,46,43,5,3.7
LP502660,1100,60,26,5,3.7
LP503550,1100,50,35,5,3.7
LP503758,1100,58,37,5,3.7
LP504446,1100,46,44,5,3.7
LP503855,1150,55,38,5,3.7
LP503560,1200,60,35,5,3.7
LP503753,1200,53,37,5,3.7
LP504050,1200,50,40,5,3.7
LP504250,1200,50,42,5,3.7
LP504351,1200,51,43,5,3.7
LP503759,1250,59,37,5,3.7
LP504055,1250,55,40,5,3.7
LP505240,1250,40,52,5,3.7
LP503494,1400,94,34,5,3.7
LP503964,1400,64,39,5,3.7
LP505050,1450,50,50,5,3.7
LP504060,1480,60,40,5,3.7
LP503280,1500,80,32,5,3.7
LP503670,1500,70,36,5,3.7
LP503966,1500,66,39,5,3.7
LP504557,1500,57,45,5,3.7
LP504658,1500,58,46,5,3.7
LP503469,1600,69,34,5,3.7
LP504080,1600,80,40,5,3.7
LP504663,1600,63,46,5,3.7
LP503566,1700,66,35,5,3.7
LP504270,1700,70,42,5,3.7
LP504272,1700,72,42,5,3.7
LP505064,1700,64,50,5,3.7
LP505070,1700,70,50,5,3.7
LP505059,1750,59,50,5,3.7
LP504968,1800,68,49,5,3.7
LP505072,1800,72,50,5,3.7
LP505456,1800,56,54,5,3.7
LP503290,1850,90,32,5,3.7
LP504561,1850,61,45,5,3.7
LP505060,1900,60,50,5,3.7
LP503782,2000,82,37,5,3.7
LP504090,2000,90,40,5,3.7
LP504380,2000,80,43,5,3.7
LP505065,2000,65,50,5,3.7
LP505068,2000,68,50,5,3.7
LP505085,2000,85,50,5,3.7
LP505385,2000,85,53,5,3.7
LP505563,2000,63,55,5,3.7
LP505564,2100,64,55,5,3.7
LP505365,2200,65,53,5,3.7
LP505560,2200,60,55,5,3.7
LP505573,2200,73,55,5,3.7
LP506168,2200,68,61,5,3.7
LP505474,2300,74,54,5,3.7
LP506166,2350,66,61,5,3.7
LP504588,2400,88,45,5,3.7
LP506761,2400,61,67,5,3.7
LP504655,2500,55,46,5,3.7
LP505080,2500,80,50,5,3.7
LP505473,2500,73,54,5,3.7
LP505578,2500,78,55,5,3.7
LP5039105,2550,105,39,5,3.7
LP486478,2580,78,64,5,3.7
LP506758,2600,58,67,5,3.7
LP505565,2650,65,55,5,3.7
LP5051106,2700,106,51,5,3.7
LP5042115,2800,115,42,5,3.7
LP504898,2800,98,48,5,3.7
LP506274,2800,74,62,5,3.7
LP505095,3000,95,50,5,3.7
LP505885,3000,85,58,5,3.7
LP506289,3300,89,62,5,3.7
LP507681,3450,81,76,5,3.7
LP505889,3500,89,58,5,3.7
LP507097,3700,97,70,5,3.7
LP5068111,4000,111,68,5,3.7
LP507590,4000,90,75,5,3.7
LP5070102,5000,102,70,5,3.7
LP5070115,5000,115,70,5,3.7
LP509095,5000,95,90,5,3.7
LP511223,115,23,12,5.1,3.7
LP511328,130,28,13,5.1,3.7
LP511140,180,40,11,5.1,3.7
LP512028,230,28,20,5.1,3.7
LP512323,230,23,23,5.1,3.7
LP512222,240,22,22,5.1,3.7
LP512030,250,30,20,5.1,3.7
LP512328,300,28,23,5.1,3.7
LP512521,300,21,25,5.1,3.7
LP511845,400,45,18,5.1,3.7
LP512724,400,24,27,5.1,3.7
LP513040,600,40,30,5.1,3.7
LP512850,750,50,28,5.1,3.7
LP514045,1000,45,40,5.1,3.7
LP513560,1100,60,35,5.1,3.7
LP514752,1400,52,47,5.1,3.7
LP515050,1500,50,50,5.1,3.7
LP515655,1700,55,56,5.1,3.7
LP514570,2100,70,45,5.1,3.7
LP514595,2600,95,45,5.1,3.7
LP515783,2800,83,57,5.1,3.7
LP515583,3000,83,55,5.1,3.7
LP516280,3000,80,62,5.1,3.7
LP521011,30,11,10,5.2,3.7
LP521112,43,12,11,5.2,3.7
LP521222,95,22,12,5.2,3.7
LP521816,100,16,18,5.2,3.7
LP521225,110,25,12,5.2,3.7
LP522125,110,25,21,5.2,3.7
LP521228,130,28,12,5.2,3.7
LP521522,130,22,15,5.2,3.7
LP520938,160,38,9,5.2,3.7
LP521330,160,30,13,5.2,3.7
LP521725,170,25,17,5.2,3.7
LP521430,180,30,14,5.2,3.7
LP521535,220,35,15,5.2,3.7
LP521831,270,31,18,5.2,3.7
LP522028,275,28,20,5.2,3.7
LP521730,280,30,17,5.2,3.7
LP521850,300,50,18,5.2,3.7
LP522328,300,28,23,5.2,3.7
LP522530,350,30,25,5.2,3.7
LP522824,350,24,28,5.2,3.7
LP522040,380,40,20,5.2,3.7
LP522535,395,35,25,5.2,3.7
LP522025,400,25,20,5.2,3.7
LP522540,500,40,25,5.2,3.7
LP522826,500,26,28,5.2,3.7
LP523443,600,43,34,5.2,3.7
LP523041,620,41,30,5.2,3.7
LP522844,650,44,28,5.2,3.7
LP523040,650,40,30,5.2,3.7
LP523436,700,36,34,5.2,3.7
LP523440,750,40,34,5.2,3.7
LP523442,750,42,34,5.2,3.7
LP523048,800,48,30,5.2,3.7
LP522365,900,65,23,5.2,3.7
LP523248,900,48,32,5.2,3.7
LP523665,980,65,36,5.2,3.7
LP523448,1000,48,34,5.2,3.7
LP523450,1000,50,34,5.2,3.7
LP523560,1100,60,35,5.2,3.7
LP523556,1200,56,35,5.2,3.7
LP523759,1200,59,37,5.2,3.7
LP523567,1400,67,35,5.2,3.7
LP524152,1400,52,41,5.2,3.7
LP524752,1450,52,47,5.2,3.7
LP525051,1500,51,50,5.2,3.7
LP522890,1600,90,28,5.2,3.7
LP523286,1600,86,32,5.2,3.7
LP523774,1800,74,37,5.2,3.7
LP524858,1800,58,48,5.2,3.7
LP525058,1800,58,50,5.2,3.7
LP525070,1950,70,50,5.2,3.7
LP523878,2000,78,38,5.2,3.7
LP524868,2000,68,48,5.2,3.7
LP525060,2000,60,50,5.2,3.7
LP525870,2000,70,58,5.2,3.7
LP525462,2040,62,54,5.2,3.7
LP523596,2200,96,35,5.2,3.7
LP525470,2300,70,54,5.2,3.7
LP526057,2350,57,60,5.2,3.7
LP525163,2450,63,51,5.2,3.7
LP524494,2500,94,44,5.2,3.7
LP525178,2500,78,51,5.2,3.7
LP5252105,2600,105,52,5.2,3.7
LP525775,2600,75,57,5.2,3.7
LP525974,2700,74,59,5.2,3.7
